Código do Município;Município;Estado;Ano de Referência;Tipo de serviço;POP_TOT - População total do município do ano de referência (Fonte: IBGE):;POP_URB - População urbana do município do ano de referência (Fonte: IBGE):;AG001 - População total atendida com abastecimento de água;AG026 - População urbana atendida com abastecimento de água;ES001 - População total atendida com esgotamento sanitário
310930;Buritis;MG;2015;Água e Esgoto;24.351;17.243;15.259;15.259;4.780
310940;Buritizeiro;MG;2015;Água         ;28.163;24.719;25.920;23.720;
310945;Cabeceira Grande;MG;2015;Água         ;6.861;5.632;6.861;5.632;
310950;Cabo Verde;MG;2015;Água e Esgoto;14.298;7.889;7.402;7.402;7.011
310960;Cachoeira da Prata;MG;2015;Água e Esgoto;3.721;3.593;3.650;3.540;3.600
310970;Cachoeira de Minas;MG;2015;Esgoto       ;11.567;7.405;;;9.807
310970;Cachoeira de Minas;MG;2015;Água         ;11.567;7.405;7.167;7.167;
310270;Cachoeira de Pajeú;MG;2015;Água         ;9.410;4.686;4.235;4.235;
310980;Cachoeira Dourada;MG;2015;Água e Esgoto;2.661;2.364;2.364;2.364;2.310
310990;Caetanópolis;MG;2015;Água         ;11.170;9.171;8.293;8.293;
311000;Caeté;MG;2015;Água e Esgoto;43.739;38.035;42.997;35.991;40.341
311010;Caiana;MG;2015;Água         ;5.354;2.821;2.821;2.821;
311010;Caiana;MG;2015;Esgoto       ;5.354;2.821;;;2.821
311020;Cajuri;MG;2015;Esgoto       ;4.121;2.134;;;2.052
311020;Cajuri;MG;2015;Água         ;4.121;2.134;2.134;2.134;
311030;Caldas;MG;2015;Água e Esgoto;14.396;8.172;6.932;6.932;5.353
311040;Camacho;MG;2015;Água         ;3.109;1.437;1.437;1.437;
311050;Camanducaia;MG;2015;Água e Esgoto;21.955;16.111;15.190;15.190;11.676
311060;Cambuí;MG;2015;Água e Esgoto;28.669;24.200;26.000;24.200;25.500
311070;Cambuquira;MG;2015;Água e Esgoto;13.026;10.809;10.423;10.423;8.443
311080;Campanário;MG;2015;Água         ;3.733;2.777;2.528;2.528;
311090;Campanha;MG;2015;Água e Esgoto;16.431;14.188;12.570;12.570;12.246
311100;Campestre;MG;2015;Esgoto       ;21.392;11.333;;;12.100
311100;Campestre;MG;2015;Água         ;21.392;11.333;11.333;11.333;
311110;Campina Verde;MG;2015;Água e Esgoto;20.022;14.954;13.586;13.586;12.949
311115;Campo Azul;MG;2015;Água         ;3.843;1.618;1.539;1.539;
311120;Campo Belo;MG;2015;Água e Esgoto;54.076;51.015;52.176;51.015;51.585
311130;Campo do Meio;MG;2015;Água e Esgoto;11.856;10.392;10.300;10.258;10.300
311140;Campo Florido;MG;2015;Água e Esgoto;7.675;5.818;5.753;5.753;5.610
311150;Campos Altos;MG;2015;Esgoto       ;15.186;13.804;;;15.184
311150;Campos Altos;MG;2015;Água         ;15.186;13.804;12.421;12.421;
311160;Campos Gerais;MG;2015;Água         ;28.879;20.044;18.508;18.508;
311170;Canaã;MG;2015;Água         ;4.713;1.893;1.893;1.893;
311180;Canápolis;MG;2015;Água         ;12.005;10.753;9.605;9.605;
311190;Cana Verde;MG;2015;Água         ;5.737;4.176;3.789;3.789;
311200;Candeias;MG;2015;Água         ;15.108;10.565;10.188;10.188;
311200;Candeias;MG;2015;Esgoto       ;15.108;10.565;;;11.628
311205;Cantagalo;MG;2015;Água         ;4.464;2.638;2.125;2.125;
311210;Caparaó;MG;2015;Água         ;5.454;2.100;1.824;1.824;
311220;Capela Nova;MG;2015;Esgoto       ;4.825;2.163;;;2.250
311220;Capela Nova;MG;2015;Água         ;4.825;2.163;2.002;2.002;
311230;Capelinha;MG;2015;Água         ;37.330;26.550;2.570;0;
311230;Capelinha;MG;2015;Água e Esgoto;37.330;26.550;26.501;26.501;18.865
311240;Capetinga;MG;2015;Água e Esgoto;7.185;5.999;5.530;5.530;458
311250;Capim Branco;MG;2015;Água e Esgoto;9.537;8.688;8.508;8.508;708
311250;Capim Branco;MG;2015;Esgoto       ;9.537;8.688;;;708
311260;Capinópolis;MG;2015;Água         ;16.112;15.071;13.025;13.025;
311260;Capinópolis;MG;2015;Esgoto       ;16.112;15.071;;;14.826
311265;Capitão Andrade;MG;2015;Água e Esgoto;5.317;3.857;3.620;3.620;3.620
311270;Capitão Enéas;MG;2015;Água e Esgoto;15.074;12.224;9.104;9.104;3.354
311280;Capitólio;MG;2015;Água         ;8.612;6.843;6.843;6.843;
311290;Caputira;MG;2015;Água         ;9.392;3.930;3.712;3.712;
311300;Caraí;MG;2015;Água e Esgoto;23.571;7.586;11.322;6.525;1.014
311320;Carandaí;MG;2015;Esgoto       ;25.044;19.529;;;25.044
311320;Carandaí;MG;2015;Água         ;25.044;19.529;19.529;19.529;
311330;Carangola;MG;2015;Água e Esgoto;33.463;27.001;26.454;26.454;21.693
311340;Caratinga;MG;2015;Água e Esgoto;90.782;75.057;66.352;66.352;50.715
311350;Carbonita;MG;2015;Água e Esgoto;9.507;7.002;6.806;6.806;5.077
311350;Carbonita;MG;2015;Água         ;9.507;7.002;1.169;0;
311360;Careaçu;MG;2015;Esgoto       ;6.684;4.990;;;6.645
311360;Careaçu;MG;2015;Água         ;6.684;4.990;4.547;4.547;
311370;Carlos Chagas;MG;2015;Água e Esgoto;19.971;12.901;3.363;0;1.802
311370;Carlos Chagas;MG;2015;Água e Esgoto;19.971;12.901;11.135;11.135;9.520
311390;Carmo da Cachoeira;MG;2015;Água e Esgoto;12.302;9.319;8.533;8.533;7.805
311400;Carmo da Mata;MG;2015;Água e Esgoto;11.475;9.042;10.878;9.006;9.845
311410;Carmo de Minas;MG;2015;Água e Esgoto;14.645;10.852;10.852;10.852;10.852
311420;Carmo do Cajuru;MG;2015;Água e Esgoto;21.735;18.833;21.735;18.833;20.121
311430;Carmo do Paranaíba;MG;2015;Água e Esgoto;30.782;26.087;22.548;22.548;22.950
311440;Carmo do Rio Claro;MG;2015;Água e Esgoto;21.338;15.003;13.996;13.996;13.089
311450;Carmópolis de Minas;MG;2015;Água e Esgoto;18.619;12.910;18.619;12.897;18.619
311455;Carneirinho;MG;2015;Água e Esgoto;9.985;7.354;6.694;6.694;6.086
311470;Carvalhópolis;MG;2015;Água         ;3.544;2.608;2.511;2.511;
311470;Carvalhópolis;MG;2015;Esgoto       ;3.544;2.608;;;3.544
311480;Carvalhos;MG;2015;Água e Esgoto;4.633;2.478;2.009;2.009;1.548
311500;Cascalho Rico;MG;2015;Água         ;3.037;1.909;1.887;1.887;
311510;Cássia;MG;2015;Água         ;18.014;14.713;13.888;13.888;
311530;Cataguases;MG;2015;Água e Esgoto;74.171;71.006;63.240;63.240;45.657
311535;Catas Altas;MG;2015;Água e Esgoto;5.230;4.576;4.806;4.320;4.078
311545;Catuji;MG;2015;Água e Esgoto;6.683;1.686;4.333;1.640;1.480
311547;Catuti;MG;2015;Água e Esgoto;5.174;3.020;2.120;2.120;658
311550;Caxambu;MG;2015;Água e Esgoto;22.231;21.767;19.162;19.162;18.806
311560;Cedro do Abaeté;MG;2015;Água         ;1.218;1.040;893;893;
311560;Cedro do Abaeté;MG;2015;Esgoto       ;1.218;1.040;;;650
311570;Central de Minas;MG;2015;Água e Esgoto;7.072;5.842;5.830;5.830;5.583
311580;Centralina;MG;2015;Água e Esgoto;10.604;9.621;8.298;8.298;2.057
311590;Chácara;MG;2015;Água         ;3.042;2.073;1.851;1.851;
311600;Chalé;MG;2015;Água e Esgoto;5.817;2.869;3.140;2.867;3.140
311610;Chapada do Norte;MG;2015;Água         ;15.657;5.869;8.094;4.111;
311615;Chapada Gaúcha;MG;2015;Água         ;12.495;6.662;6.508;6.508;
311620;Chiador;MG;2015;Água e Esgoto;2.807;1.498;2.300;1.400;2.300
311630;Cipotânea;MG;2015;Água         ;6.832;3.145;3.140;3.140;
311640;Claraval;MG;2015;Água e Esgoto;4.801;2.674;4.801;2.674;4.801
311650;Claro dos Poções;MG;2015;Água e Esgoto;7.862;5.310;5.041;5.041;1.905
311660;Cláudio;MG;2015;Água e Esgoto;27.827;22.842;21.750;21.750;20.686
311670;Coimbra;MG;2015;Água         ;7.480;5.467;4.930;4.930;
311680;Coluna;MG;2015;Água         ;9.178;3.879;3.851;3.851;
311690;Comendador Gomes;MG;2015;Esgoto       ;3.116;1.581;;;1.581
311690;Comendador Gomes;MG;2015;Água         ;3.116;1.581;1.473;1.473;
311700;Comercinho;MG;2015;Água e Esgoto;7.835;3.349;5.705;3.340;3.287
311710;Conceição da Aparecida;MG;2015;Água         ;10.302;6.503;6.081;6.081;
311520;Conceição da Barra de Minas;MG;2015;Água e Esgoto;4.053;2.863;2.616;2.616;1.526
311730;Conceição das Alagoas;MG;2015;Água e Esgoto;26.018;23.576;26.018;23.377;25.318
311720;Conceição das Pedras;MG;2015;Água e Esgoto;2.849;1.564;2.849;1.564;2.849
311740;Conceição de Ipanema;MG;2015;Água e Esgoto;4.627;1.581;4.627;1.581;4.627
311750;Conceição do Mato Dentro;MG;2015;Água e Esgoto;18.198;12.468;10.551;10.551;8.608
311760;Conceição do Pará;MG;2015;Água e Esgoto;5.460;2.133;2.133;2.133;1.685
311770;Conceição do Rio Verde;MG;2015;Esgoto       ;13.617;12.045;;;11.200
311770;Conceição do Rio Verde;MG;2015;Água         ;13.617;12.045;10.584;10.584;
311780;Conceição dos Ouros;MG;2015;Esgoto       ;11.262;8.806;;;8.806
311780;Conceição dos Ouros;MG;2015;Água         ;11.262;8.806;8.806;8.806;
311783;Cônego Marinho;MG;2015;Água         ;7.564;2.040;2.040;2.040;
311787;Confins;MG;2015;Água         ;6.478;6.478;6.256;6.256;
311790;Congonhal;MG;2015;Água e Esgoto;11.464;8.493;8.195;8.195;8.136
311800;Congonhas;MG;2015;Água e Esgoto;52.827;51.430;41.999;41.999;33.859
311810;Congonhas do Norte;MG;2015;Água e Esgoto;5.118;2.690;3.460;2.690;1.749
311820;Conquista;MG;2015;Esgoto       ;6.895;5.992;;;6.892
311820;Conquista;MG;2015;Água         ;6.895;5.992;5.561;5.561;
311830;Conselheiro Lafaiete;MG;2015;Água e Esgoto;125.421;119.774;111.387;111.387;96.847
311840;Conselheiro Pena;MG;2015;Água e Esgoto;23.141;18.312;18.312;18.312;18.312
311850;Consolação;MG;2015;Água e Esgoto;1.804;992;992;992;992
311860;Contagem;MG;2015;Água e Esgoto;648.766;646.571;579.505;579.505;519.469
311870;Coqueiral;MG;2015;Água e Esgoto;9.461;6.710;7.192;6.710;7.027
311880;Coração de Jesus;MG;2015;Água e Esgoto;26.974;15.300;10.469;10.469;4.254
311890;Cordisburgo;MG;2015;Água e Esgoto;8.998;6.189;5.718;5.718;2.611
311900;Cordislândia;MG;2015;Água         ;3.573;2.868;2.615;2.615;
311910;Corinto;MG;2015;Água e Esgoto;24.432;21.653;18.685;18.685;13.317
311920;Coroaci;MG;2015;Água         ;10.393;5.243;4.867;4.867;
311930;Coromandel;MG;2015;Água         ;28.456;22.380;19.604;19.604;
311940;Coronel Fabriciano;MG;2015;Água e Esgoto;109.363;107.993;89.031;89.031;80.816
311950;Coronel Murta;MG;2015;Água e Esgoto;9.400;6.901;5.260;5.260;3.245
311950;Coronel Murta;MG;2015;Água         ;9.400;6.901;1.064;0;
311960;Coronel Pacheco;MG;2015;Água e Esgoto;3.110;2.236;2.236;2.236;2.236
311970;Coronel Xavier Chaves;MG;2015;Água         ;3.451;1.882;1.808;1.808;
311980;Córrego Danta;MG;2015;Água         ;3.391;2.088;1.955;1.955;
311995;Córrego Fundo;MG;2015;Água e Esgoto;6.207;4.749;5.060;4.725;3.808
312000;Córrego Novo;MG;2015;Água         ;3.032;1.976;1.976;1.976;
312000;Córrego Novo;MG;2015;Esgoto       ;3.032;1.976;;;2.447
312010;Couto de Magalhães de Minas;MG;2015;Água e Esgoto;4.412;4.025;4.025;4.025;4.025
312015;Crisólita;MG;2015;Água e Esgoto;6.525;3.765;4.550;2.790;1.638
312020;Cristais;MG;2015;Água         ;12.317;9.653;9.308;9.308;
312030;Cristália;MG;2015;Água e Esgoto;6.010;3.186;2.670;2.670;818
312040;Cristiano Otoni;MG;2015;Água         ;5.204;4.320;4.003;4.003;
312050;Cristina;MG;2015;Água e Esgoto;10.484;6.115;8.178;6.100;8.160
312060;Crucilândia;MG;2015;Água         ;5.014;3.140;3.017;3.017;
312060;Crucilândia;MG;2015;Esgoto       ;5.014;3.140;;;3.126
312070;Cruzeiro da Fortaleza;MG;2015;Água         ;4.140;3.537;3.126;3.126;
312080;Cruzília;MG;2015;Água e Esgoto;15.369;13.994;12.950;12.950;12.126
312083;Cuparaque;MG;2015;Água         ;4.947;4.107;743;743;
312083;Cuparaque;MG;2015;Esgoto       ;4.947;4.107;;;4.947
312087;Curral de Dentro;MG;2015;Água         ;7.491;6.325;5.297;5.297;
312090;Curvelo;MG;2015;Água e Esgoto;78.900;71.632;68.221;68.221;55.603
312110;Delfim Moreira;MG;2015;Água e Esgoto;8.201;3.112;3.112;3.112;3.112
312120;Delfinópolis;MG;2015;Esgoto       ;7.143;5.068;;;6.869
312120;Delfinópolis;MG;2015;Água         ;7.143;5.068;3.907;3.907;
312125;Delta;MG;2015;Água e Esgoto;9.499;8.906;8.820;8.562;8.820
312130;Descoberto;MG;2015;Esgoto       ;5.010;4.276;;;4.276
312130;Descoberto;MG;2015;Água         ;5.010;4.276;3.781;3.781;
312140;Desterro de Entre Rios;MG;2015;Água e Esgoto;7.298;3.748;3.734;3.629;3.466
312150;Desterro do Melo;MG;2015;Água e Esgoto;3.036;1.400;1.400;1.400;1.186
312160;Diamantina;MG;2015;Água e Esgoto;47.952;41.873;9.870;0;6.029
312160;Diamantina;MG;2015;Água e Esgoto;47.952;41.873;33.214;33.214;26.399
312180;Dionísio;MG;2015;Esgoto       ;8.463;6.939;;;4.474
312180;Dionísio;MG;2015;Água         ;8.463;6.939;3.610;3.610;
312190;Divinésia;MG;2015;Água         ;3.437;2.270;2.219;2.219;
312200;Divino;MG;2015;Água e Esgoto;20.012;11.292;9.501;9.501;8.326
312210;Divino das Laranjeiras;MG;2015;Água         ;5.082;4.229;3.463;3.463;
312220;Divinolândia de Minas;MG;2015;Água e Esgoto;7.472;6.127;6.259;6.083;4.241
312230;Divinópolis;MG;2015;Água e Esgoto;230.848;224.888;219.139;219.139;192.421
312235;Divisa Alegre;MG;2015;Água         ;6.478;6.268;5.575;5.575;
312240;Divisa Nova;MG;2015;Água         ;6.031;4.876;4.459;4.459;
312240;Divisa Nova;MG;2015;Esgoto       ;6.031;4.876;;;4.843
312245;Divisópolis;MG;2015;Água e Esgoto;10.209;7.284;7.284;7.284;2.615
312250;Dom Cavati;MG;2015;Água         ;5.274;4.664;4.117;4.117;
312260;Dom Joaquim;MG;2015;Água         ;4.616;2.974;2.476;2.476;
312260;Dom Joaquim;MG;2015;Esgoto       ;4.616;2.974;;;2.974
312270;Dom Silvério;MG;2015;Água         ;5.348;4.177;4.143;4.143;
312270;Dom Silvério;MG;2015;Esgoto       ;5.348;4.177;;;5.344
312280;Dom Viçoso;MG;2015;Água e Esgoto;3.073;1.024;2.076;998;2.076
312290;Dona Eusébia;MG;2015;Água         ;6.435;5.504;5.075;5.075;
312300;Dores de Campos;MG;2015;Água e Esgoto;9.956;9.055;9.688;8.752;8.752
312320;Dores do Indaiá;MG;2015;Água e Esgoto;13.983;12.802;11.293;11.293;10.717
312330;Dores do Turvo;MG;2015;Água         ;4.474;2.035;1.936;1.936;
312340;Doresópolis;MG;2015;Água e Esgoto;1.519;1.194;1.110;1.110;1.519
312350;Douradoquara;MG;2015;Água e Esgoto;1.920;1.286;1.286;1.286;1.279
312352;Durandé;MG;2015;Água         ;7.818;3.736;2.503;2.503;
312352;Durandé;MG;2015;Esgoto       ;7.818;3.736;;;7.130
312360;Elói Mendes;MG;2015;Água e Esgoto;27.268;22.028;22.028;22.028;22.028
312370;Engenheiro Caldas;MG;2015;Água         ;10.962;8.877;6.545;6.545;
312380;Engenheiro Navarro;MG;2015;Água e Esgoto;7.362;4.910;4.253;4.253;2.502
312385;Entre Folhas;MG;2015;Água         ;5.385;4.047;3.602;3.602;
312390;Entre Rios de Minas;MG;2015;Água         ;15.124;10.490;10.490;10.490;
312390;Entre Rios de Minas;MG;2015;Esgoto       ;15.124;10.490;;;9.380
312400;Ervália;MG;2015;Água         ;18.868;9.957;9.827;9.827;
312410;Esmeraldas;MG;2015;Água e Esgoto;67.208;62.685;47.367;47.367;8.422
312420;Espera Feliz;MG;2015;Água         ;24.469;15.174;14.541;14.541;
312420;Espera Feliz;MG;2015;Esgoto       ;24.469;15.174;;;24.469
312430;Espinosa;MG;2015;Água         ;32.151;18.624;18.624;18.624;
312450;Estiva;MG;2015;Água         ;11.371;5.137;5.064;5.064;
312460;Estrela Dalva;MG;2015;Água         ;2.471;1.782;1.625;1.625;
312470;Estrela do Indaiá;MG;2015;Água e Esgoto;3.596;2.840;2.515;2.515;1.335
312480;Estrela do Sul;MG;2015;Água e Esgoto;7.897;6.424;5.451;5.451;2.847
312490;Eugenópolis;MG;2015;Esgoto       ;11.169;7.847;;;9.000
312490;Eugenópolis;MG;2015;Água         ;11.169;7.847;6.505;6.505;
312510;Extrema;MG;2015;Água e Esgoto;33.082;30.102;27.915;27.915;22.186
312520;Fama;MG;2015;Água e Esgoto;2.423;1.562;1.465;1.465;772
312530;Faria Lemos;MG;2015;Água         ;3.396;2.346;2.184;2.184;
312560;Felisburgo;MG;2015;Água e Esgoto;7.338;5.429;5.420;5.420;5.403
312570;Felixlândia;MG;2015;Água         ;15.078;11.662;10.859;10.859;
312580;Fernandes Tourinho;MG;2015;Água         ;3.304;2.198;1.638;1.638;
312590;Ferros;MG;2015;Água         ;10.611;4.985;3.049;3.049;
312595;Fervedouro;MG;2015;Água e Esgoto;10.936;5.034;5.034;5.034;5.325
312600;Florestal;MG;2015;Esgoto       ;7.209;6.012;;;7.137
312600;Florestal;MG;2015;Água         ;7.209;6.012;6.012;6.012;
312610;Formiga;MG;2015;Água e Esgoto;68.040;62.147;65.000;62.080;63.780
312620;Formoso;MG;2015;Água         ;9.067;5.736;5.242;5.242;
312630;Fortaleza de Minas;MG;2015;Água         ;4.357;3.136;2.974;2.974;
312630;Fortaleza de Minas;MG;2015;Esgoto       ;4.357;3.136;;;3.136
312640;Fortuna de Minas;MG;2015;Água e Esgoto;2.893;1.995;2.746;1.939;1.786
312650;Francisco Badaró;MG;2015;Água         ;10.550;3.285;6.901;3.201;
312660;Francisco Dumont;MG;2015;Água e Esgoto;5.160;3.392;3.007;3.007;735
312675;Franciscópolis;MG;2015;Água         ;5.745;2.375;2.184;2.184;
312675;Franciscópolis;MG;2015;Esgoto       ;5.745;2.375;;;2.375
312670;Francisco Sá;MG;2015;Água e Esgoto;26.217;15.677;15.820;15.667;13.311
312680;Frei Gaspar;MG;2015;Água e Esgoto;6.028;1.965;4.182;1.960;3.456
312690;Frei Inocêncio;MG;2015;Água         ;9.487;7.194;6.276;6.276;
312700;Fronteira;MG;2015;Água e Esgoto;16.399;15.294;13.264;13.264;12.118
312705;Fronteira dos Vales;MG;2015;Água e Esgoto;4.754;3.081;3.018;3.018;2.982
312707;Fruta de Leite;MG;2015;Água         ;5.809;1.991;4.347;1.990;
312710;Frutal;MG;2015;Água e Esgoto;57.795;49.819;43.132;43.132;43.704
312720;Funilândia;MG;2015;Água e Esgoto;4.196;2.208;2.208;2.208;1.088
312735;Glaucilândia;MG;2015;Água e Esgoto;3.130;1.107;1.107;1.107;618
312737;Goiabeira;MG;2015;Água e Esgoto;3.279;2.656;2.635;2.635;2.635
312738;Goianá;MG;2015;Água         ;3.903;3.167;2.876;2.876;
312738;Goianá;MG;2015;Esgoto       ;3.903;3.167;;;2.900
312740;Gonçalves;MG;2015;Água e Esgoto;4.391;1.211;1.211;1.211;810
312750;Gonzaga;MG;2015;Água e Esgoto;6.188;3.383;3.760;3.150;3.317
312760;Gouveia;MG;2015;Água         ;12.048;8.488;8.488;8.488;
312770;Governador Valadares;MG;2015;Água e Esgoto;278.363;267.396;276.941;266.350;271.247
312780;Grão Mogol;MG;2015;Água e Esgoto;15.805;5.671;4.504;4.504;2.730
312780;Grão Mogol;MG;2015;Água         ;15.805;5.671;1.981;0;
312790;Grupiara;MG;2015;Água         ;1.416;1.210;1.096;1.096;
312800;Guanhães;MG;2015;Água e Esgoto;33.562;27.291;25.636;25.636;25.636
312820;Guaraciaba;MG;2015;Água e Esgoto;10.532;3.315;3.257;3.257;2.790
312830;Guaranésia;MG;2015;Esgoto       ;19.340;17.399;;;17.500
312830;Guaranésia;MG;2015;Água         ;19.340;17.399;16.302;16.302;
312840;Guarani;MG;2015;Água e Esgoto;9.014;7.142;6.950;6.950;7.142
312850;Guarará;MG;2015;Água         ;3.963;3.517;3.094;3.094;
312860;Guarda-Mor;MG;2015;Água e Esgoto;6.738;3.785;3.487;3.487;3.251
312870;Guaxupé;MG;2015;Água e Esgoto;51.911;48.813;45.253;45.253;43.328
312880;Guidoval;MG;2015;Água         ;7.327;5.286;4.720;4.720;
312880;Guidoval;MG;2015;Esgoto       ;7.327;5.286;;;5.210
312890;Guimarânia;MG;2015;Água e Esgoto;7.831;6.386;6.500;6.000;6.520
312900;Guiricema;MG;2015;Água         ;8.773;4.257;3.133;3.133;
312900;Guiricema;MG;2015;Esgoto       ;8.773;4.257;;;4.273
312910;Gurinhatã;MG;2015;Água         ;6.047;2.653;2.494;2.494;
312920;Heliodora;MG;2015;Água         ;6.492;4.699;4.699;4.699;
312930;Iapu;MG;2015;Água         ;10.870;7.549;6.460;6.460;
312940;Ibertioga;MG;2015;Água         ;5.156;3.539;3.308;3.308;
312940;Ibertioga;MG;2015;Esgoto       ;5.156;3.539;;;4.893
312950;Ibiá;MG;2015;Água e Esgoto;24.784;20.971;22.198;20.084;21.017
312960;Ibiaí;MG;2015;Água e Esgoto;8.312;6.366;5.238;5.238;1.947
312965;Ibiracatu;MG;2015;Água         ;6.206;3.149;3.149;3.149;
312970;Ibiraci;MG;2015;Água         ;13.305;8.969;8.424;8.424;
312970;Ibiraci;MG;2015;Esgoto       ;13.305;8.969;;;9.040
312980;Ibirité;MG;2015;Água e Esgoto;173.873;173.475;146.581;146.581;115.604
312990;Ibitiúra de Minas;MG;2015;Água         ;3.520;2.467;2.369;2.369;
313005;Icaraí de Minas;MG;2015;Água e Esgoto;11.633;3.232;2.833;2.833;1.111
313010;Igarapé;MG;2015;Água e Esgoto;39.774;37.275;32.800;32.800;17.483
313020;Igaratinga;MG;2015;Água         ;10.286;8.524;5.903;5.903;
313030;Iguatama;MG;2015;Água e Esgoto;8.192;6.851;7.861;6.851;7.861
313040;Ijaci;MG;2015;Água e Esgoto;6.348;6.073;6.073;6.073;6.073
313050;Ilicínea;MG;2015;Esgoto       ;12.217;9.673;;;9.673
313050;Ilicínea;MG;2015;Água         ;12.217;9.673;9.091;9.091;
313055;Imbé de Minas;MG;2015;Água         ;6.823;2.173;1.878;1.878;
313060;Inconfidentes;MG;2015;Água         ;7.290;3.881;3.881;3.881;
313065;Indaiabira;MG;2015;Água e Esgoto;7.526;2.815;2.657;2.657;856
313070;Indianópolis;MG;2015;Água         ;6.693;4.386;4.256;4.256;
313080;Ingaí;MG;2015;Água         ;2.764;1.714;1.598;1.598;
313090;Inhapim;MG;2015;Água e Esgoto;24.835;14.305;10.075;10.075;6.260
313100;Inhaúma;MG;2015;Água e Esgoto;6.158;4.497;6.158;4.490;2.056
313110;Inimutaba;MG;2015;Esgoto       ;7.397;5.218;;;3.745
313110;Inimutaba;MG;2015;Água         ;7.397;5.218;4.986;4.986;
313115;Ipaba;MG;2015;Água         ;18.068;16.251;13.922;13.922;
313115;Ipaba;MG;2015;Esgoto       ;18.068;16.251;;;14.610
